"species","genus","family","species.relative","genus.relative","family.in.genus.list","output.note"
"Phlomis cretica","Phlomis","Lamiaceae",NA,NA,NA,"present in megatree"
"Phlomis lanata","Phlomis","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Phoenix theophrasti","Phoenix","Arecaceae",NA,NA,NA,"present in megatree"
"Phragmites australis","Phragmites","Poaceae",NA,NA,NA,"present in megatree"
"Physospermum cornubiense","Physospermum","Apiaceae",NA,NA,NA,"present in megatree"
"Phyteuma hemisphaericum","Phyteuma","Campanulaceae",NA,NA,NA,"present in megatree"
"Phyteuma orbiculare","Phyteuma","Campanulaceae",NA,NA,NA,"present in megatree"
"Phyteuma sieberi","Phyteuma","Campanulaceae",NA,NA,NA,"present in megatree"
"Phyteuma spicatum","Phyteuma","Campanulaceae",NA,NA,NA,"present in megatree"
"Picea abies","Picea","Pinaceae",NA,NA,NA,"present in megatree"
"Picnomon acarna","Picnomon","Asteraceae",NA,NA,NA,"present in megatree"
"Picris hieracioides","Picris","Asteraceae",NA,NA,NA,"present in megatree"
"Pilosella echioides","Pilosella","Asteraceae",NA,NA,NA,"present in megatree"
"Pilosella officinarum","Pilosella","Asteraceae",NA,NA,NA,"present in megatree"
"Pilosella peleteriana","Pilosella","Asteraceae",NA,NA,NA,"present in megatree"
"Pilosella vahlii","Pilosella","Asteraceae",NA,NA,NA,"present in megatree"
"Pimpinella major","Pimpinella","Apiaceae",NA,NA,NA,"present in megatree"
"Pimpinella saxifraga","Pimpinella","Apiaceae",NA,NA,NA,"present in megatree"
"Pinguicula leptoceras","Pinguicula","Lentibulariaceae",NA,NA,NA,"present in megatree"
"Pinguicula lusitanica","Pinguicula","Lentibulariaceae",NA,NA,NA,"present in megatree"
"Pinguicula vulgaris","Pinguicula","Lentibulariaceae",NA,NA,NA,"present in megatree"
"Pinus nigra","Pinus","Pinaceae",NA,NA,NA,"present in megatree"
"Pinus sylvestris","Pinus","Pinaceae",NA,NA,NA,"present in megatree"
"Pistacia lentiscus","Pistacia","Anacardiaceae",NA,NA,NA,"present in megatree"
"Plantago afra","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago albicans","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago alpina","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago atrata","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago coronopus","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago crassifolia","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago indica","Plantago","Plantaginaceae",NA,NA,NA,"insertion based on genus"
"Plantago lagopus","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago lanceolata","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago major","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago maritima","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago media","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Plantago sempervirens","Plantago","Plantaginaceae",NA,NA,NA,"present in megatree"
"Poa alpina","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa annua","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa bulbosa","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa compressa","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa glauca","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa infirma","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa nemoralis","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa pratensis","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa remota","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Poa trivialis","Poa","Poaceae",NA,NA,NA,"insertion based on family"
"Polemonium caeruleum","Polemonium","Polemoniaceae",NA,NA,NA,"present in megatree"
"Polycarpon tetraphyllum","Polycarpon","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Polycnemum arvense","Polycnemum","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Polycnemum majus","Polycnemum","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Polygala alpina","Polygala","Polygalaceae",NA,NA,NA,"insertion based on genus"
"Polygala vulgaris","Polygala","Polygalaceae",NA,NA,NA,"present in megatree"
"Polygonum aviculare","Polygonum","Polygonaceae",NA,NA,NA,"present in megatree"
"Polygonum maritimum","Polygonum","Polygonaceae",NA,NA,NA,"insertion based on genus"
"Polypogon monspeliensis","Polypogon","Poaceae",NA,NA,NA,"present in megatree"
"Polypogon viridis","Polypogon","Poaceae",NA,NA,NA,"present in megatree"
"Populus alba","Populus","Salicaceae",NA,NA,NA,"present in megatree"
"Populus nigra","Populus","Salicaceae",NA,NA,NA,"present in megatree"
"Populus tremula","Populus","Salicaceae",NA,NA,NA,"present in megatree"
"Portulaca oleracea","Portulaca","Portulacaceae",NA,NA,NA,"present in megatree"
"Potamogeton alpinus","Potamogeton","Potamogetonaceae",NA,NA,NA,"present in megatree"
"Potamogeton polygonifolius","Potamogeton","Potamogetonaceae",NA,NA,NA,"present in megatree"
"Potentilla anglica","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Potentilla argentea","Potentilla","Rosaceae",NA,NA,NA,"insertion based on genus"
"Potentilla aurea","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Potentilla crantzii","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Potentilla detommasii","Potentilla","Rosaceae",NA,NA,NA,"insertion based on genus"
"Potentilla erecta","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Potentilla grandiflora","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Potentilla pusilla","Potentilla","Rosaceae",NA,NA,NA,"insertion based on genus"
"Potentilla recta","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Potentilla reptans","Potentilla","Rosaceae",NA,NA,NA,"insertion based on genus"
"Potentilla sterilis","Potentilla","Rosaceae",NA,NA,NA,"present in megatree"
"Prasium majus","Prasium","Lamiaceae",NA,NA,NA,"insertion based on family"
"Primula auricula","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula elatior","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula farinosa","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula integrifolia","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula matthioli","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula minima","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula scotica","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula veris","Primula","Primulaceae",NA,NA,NA,"present in megatree"
"Primula vulgaris","Primula","Primulaceae",NA,NA,NA,"insertion based on genus"
"Prospero autumnale","Prospero","Asparagaceae",NA,NA,NA,"insertion based on family"
"Prunella laciniata","Prunella","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Prunella vulgaris","Prunella","Lamiaceae",NA,NA,NA,"present in megatree"
"Prunus avium","Prunus","Rosaceae",NA,NA,NA,"present in megatree"
"Prunus serotina","Prunus","Rosaceae",NA,NA,NA,"present in megatree"
"Prunus spinosa","Prunus","Rosaceae",NA,NA,NA,"present in megatree"
"Pseudodictamnus acetabulosus","Pseudodictamnus","Lamiaceae",NA,NA,NA,"present in megatree"
"Pseudodictamnus mediterraneus","Pseudodictamnus","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Pseudognaphalium luteoalbum","Pseudognaphalium","Asteraceae",NA,NA,NA,"insertion based on genus"
"Pseudotsuga menziesii","Pseudotsuga","Pinaceae",NA,NA,NA,"present in megatree"
"Pseudoturritis turrita","Pseudoturritis","Brassicaceae",NA,NA,NA,"present in megatree"
"Ptilostemon casabonae","Ptilostemon","Asteraceae",NA,NA,NA,"present in megatree"
"Ptilostemon chamaepeuce","Ptilostemon","Asteraceae",NA,NA,NA,"present in megatree"
"Puccinellia distans","Puccinellia","Poaceae",NA,NA,NA,"present in megatree"
"Puccinellia fasciculata","Puccinellia","Poaceae",NA,NA,NA,"present in megatree"
"Puccinellia maritima","Puccinellia","Poaceae",NA,NA,NA,"present in megatree"
"Pulicaria dysenterica","Pulicaria","Asteraceae",NA,NA,NA,"present in megatree"
"Pulicaria vulgaris","Pulicaria","Asteraceae",NA,NA,NA,"present in megatree"
"Pulsatilla alpina","Pulsatilla","Ranunculaceae",NA,NA,NA,"present in megatree"
"Pulsatilla pratensis","Pulsatilla","Ranunculaceae",NA,NA,NA,"present in megatree"
"Pulsatilla vernalis","Pulsatilla","Ranunculaceae",NA,NA,NA,"present in megatree"
"Pulsatilla vulgaris","Pulsatilla","Ranunculaceae",NA,NA,NA,"present in megatree"
"Pyracantha coccinea","Pyracantha","Rosaceae",NA,NA,NA,"present in megatree"
"Pyrola minor","Pyrola","Ericaceae",NA,NA,NA,"present in megatree"
"Pyrola rotundifolia","Pyrola","Ericaceae",NA,NA,NA,"present in megatree"
"Quercus cerris","Quercus","Fagaceae",NA,NA,NA,"present in megatree"
"Quercus ilex","Quercus","Fagaceae",NA,NA,NA,"insertion based on genus"
"Quercus petraea","Quercus","Fagaceae",NA,NA,NA,"present in megatree"
"Quercus pyrenaica","Quercus","Fagaceae",NA,NA,NA,"present in megatree"
"Quercus robur","Quercus","Fagaceae",NA,NA,NA,"insertion based on genus"
"Rabelera holostea","Rabelera","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Radiola linoides","Radiola","Linaceae",NA,NA,NA,"present in megatree"
"Ranunculus acris","Ranunculus","Ranunculaceae",NA,NA,NA,"insertion based on genus"
"Ranunculus aquatilis","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus arvensis","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus bulbosus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus creticus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus falcatus","Ranunculus","Ranunculaceae",NA,NA,NA,"insertion based on genus"
"Ranunculus flammula","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus lateriflorus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus lingua","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus minimus","Ranunculus","Ranunculaceae",NA,NA,NA,"insertion based on genus"
"Ranunculus montanus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus neapolitanus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus omiophyllus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus ophioglossifolius","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus parviflorus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus peltatus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus repens","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus sardous","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus sceleratus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Ranunculus trichophyllus","Ranunculus","Ranunculaceae",NA,NA,NA,"present in megatree"
"Raphanus raphanistrum","Raphanus","Brassicaceae",NA,NA,NA,"present in megatree"
"Reichardia picroides","Reichardia","Asteraceae",NA,NA,NA,"present in megatree"
"Reseda alba","Reseda","Resedaceae",NA,NA,NA,"present in megatree"
"Reseda lutea","Reseda","Resedaceae",NA,NA,NA,"present in megatree"
"Reseda luteola","Reseda","Resedaceae",NA,NA,NA,"present in megatree"
"Rhamnus alaternus","Rhamnus","Rhamnaceae",NA,NA,NA,"present in megatree"
"Rhamnus cathartica","Rhamnus","Rhamnaceae",NA,NA,NA,"present in megatree"
"Rhamnus lycioides","Rhamnus","Rhamnaceae",NA,NA,NA,"present in megatree"
"Rhamphospermum arvense","Rhamphospermum","Brassicaceae",NA,NA,NA,"insertion based on family"
"Rhamphospermum nigrum","Rhamphospermum","Brassicaceae",NA,NA,NA,"insertion based on family"
"Rhinanthus alectorolophus","Rhinanthus","Orobanchaceae",NA,NA,NA,"present in megatree"
"Rhinanthus glacialis","Rhinanthus","Orobanchaceae",NA,NA,NA,"present in megatree"
"Rhinanthus major","Rhinanthus","Orobanchaceae",NA,NA,NA,"insertion based on genus"
"Rhinanthus minor","Rhinanthus","Orobanchaceae",NA,NA,NA,"present in megatree"
"Rhinanthus pumilus","Rhinanthus","Orobanchaceae",NA,NA,NA,"insertion based on genus"
"Rhodiola rosea","Rhodiola","Crassulaceae",NA,NA,NA,"present in megatree"
"Rhododendron ferrugineum","Rhododendron","Ericaceae",NA,NA,NA,"present in megatree"
"Rhododendron ponticum","Rhododendron","Ericaceae",NA,NA,NA,"present in megatree"
"Rhododendron tomentosum","Rhododendron","Ericaceae",NA,NA,NA,"insertion based on genus"
"Ribes alpinum","Ribes","Grossulariaceae",NA,NA,NA,"insertion based on genus"
"Ribes petraeum","Ribes","Grossulariaceae",NA,NA,NA,"present in megatree"
"Robinia pseudoacacia","Robinia","Fabaceae",NA,NA,NA,"insertion based on genus"
"Roemeria argemone","Roemeria","Papaveraceae",NA,NA,NA,"insertion based on genus"
"Roemeria sicula","Roemeria","Papaveraceae",NA,NA,NA,"insertion based on genus"
"Romulea columnae","Romulea","Iridaceae",NA,NA,NA,"present in megatree"
"Rorippa amphibia","Rorippa","Brassicaceae",NA,NA,NA,"present in megatree"
"Rorippa islandica","Rorippa","Brassicaceae",NA,NA,NA,"present in megatree"
"Rorippa palustris","Rorippa","Brassicaceae",NA,NA,NA,"present in megatree"
"Rorippa sylvestris","Rorippa","Brassicaceae",NA,NA,NA,"present in megatree"
"Rosa canina","Rosa","Rosaceae",NA,NA,NA,"present in megatree"
"Rosa rubiginosa","Rosa","Rosaceae",NA,NA,NA,"present in megatree"
"Rostraria cristata","Rostraria","Poaceae",NA,NA,NA,"present in megatree"
"Rubia peregrina","Rubia","Rubiaceae",NA,NA,NA,"present in megatree"
"Rubus caesius","Rubus","Rosaceae",NA,NA,NA,"present in megatree"
"Rumex acetosa","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex acetosella","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex alpinus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex aquaticus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex conglomeratus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex crispus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex hydrolapathum","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex longifolius","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex maritimus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex obtusifolius","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex palustris","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex patientia","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex pulcher","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex rupestris","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex sanguineus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex scutatus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex suffruticosus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex thyrsiflorus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Rumex tuberosus","Rumex","Polygonaceae",NA,NA,NA,"insertion based on family"
"Ruta chalepensis","Ruta","Rutaceae",NA,NA,NA,"insertion based on genus"
"Sabulina attica","Sabulina","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Sabulina stricta","Sabulina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sabulina tenuifolia","Sabulina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sabulina verna","Sabulina","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Sagina apetala","Sagina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sagina maritima","Sagina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sagina nivalis","Sagina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sagina nodosa","Sagina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sagina procumbens","Sagina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sagina saginoides","Sagina","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sagittaria sagittifolia","Sagittaria","Alismataceae",NA,NA,NA,"present in megatree"
"Salicornia europaea","Salicornia","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Salicornia perennis","Salicornia","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Salix alba","Salix","Salicaceae",NA,NA,NA,"insertion based on genus"
"Salix caprea","Salix","Salicaceae",NA,NA,NA,"present in megatree"
"Salix cinerea","Salix","Salicaceae",NA,NA,NA,"present in megatree"
"Salix euxina","Salix","Salicaceae",NA,NA,NA,"insertion based on genus"
"Salix myrsinifolia","Salix","Salicaceae",NA,NA,NA,"insertion based on genus"
"Salix pentandra","Salix","Salicaceae",NA,NA,NA,"present in megatree"
"Salix purpurea","Salix","Salicaceae",NA,NA,NA,"present in megatree"
"Salix repens","Salix","Salicaceae",NA,NA,NA,"present in megatree"
"Salix viminalis","Salix","Salicaceae",NA,NA,NA,"present in megatree"
"Salsola kali","Salsola","Chenopodiaceae",NA,NA,"Amaranthaceae","insertion based on genus"
"Salsola soda","Salsola","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Salvia aethiopis","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia fruticosa","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia glutinosa","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia nemorosa","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia officinalis","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia pomifera","Salvia","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Salvia pratensis","Salvia","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Salvia rosmarinus","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia sclarea","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia verbenaca","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia verticillata","Salvia","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Salvia virgata","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Salvia viridis","Salvia","Lamiaceae",NA,NA,NA,"present in megatree"
"Sambucus racemosa","Sambucus","Viburnaceae",NA,NA,"Adoxaceae","present in megatree"
"Samolus valerandi","Samolus","Primulaceae",NA,NA,NA,"present in megatree"
"Sanguisorba minor","Sanguisorba","Rosaceae",NA,NA,NA,"insertion based on genus"
"Sanguisorba officinalis","Sanguisorba","Rosaceae",NA,NA,NA,"present in megatree"
"Sanicula europaea","Sanicula","Apiaceae",NA,NA,NA,"present in megatree"
"Santolina chamaecyparissus","Santolina","Asteraceae",NA,NA,NA,"insertion based on genus"
"Saponaria officinalis","Saponaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Sarcopoterium spinosum","Sarcopoterium","Rosaceae",NA,NA,NA,"present in megatree"
"Satureja pilosa","Satureja","Lamiaceae",NA,NA,NA,"present in megatree"
"Satureja spinosa","Satureja","Lamiaceae",NA,NA,NA,"present in megatree"
"Satureja thymbra","Satureja","Lamiaceae",NA,NA,NA,"present in megatree"
"Saxifraga aizoides","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga bulbifera","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga caesia","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga cespitosa","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga exarata","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga granulata","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga hirculus","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga hypnoides","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga marginata","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga oppositifolia","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga petraea","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga rivularis","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga rosacea","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga rotundifolia","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Saxifraga tridactylites","Saxifraga","Saxifragaceae",NA,NA,NA,"present in megatree"
"Scabiosa atropurpurea","Scabiosa","Dipsacaceae",NA,NA,"Caprifoliaceae","insertion based on genus"
"Scabiosa columbaria","Scabiosa","Dipsacaceae",NA,NA,"Caprifoliaceae","present in megatree"
"Scabiosa lucida","Scabiosa","Dipsacaceae",NA,NA,"Caprifoliaceae","present in megatree"
"Scabiosa ochroleuca","Scabiosa","Dipsacaceae",NA,NA,"Caprifoliaceae","present in megatree"
"Scandix pecten-veneris","Scandix","Apiaceae",NA,NA,NA,"present in megatree"
"Schoenoplectiella supina","Schoenoplectiella","Cyperaceae",NA,NA,NA,"insertion based on genus"
"Schoenoplectus lacustris","Schoenoplectus","Cyperaceae",NA,NA,NA,"present in megatree"
"Schoenoplectus tabernaemontani","Schoenoplectus","Cyperaceae",NA,NA,NA,"present in megatree"
"Schoenoplectus triqueter","Schoenoplectus","Cyperaceae",NA,NA,NA,"present in megatree"
"Schoenus nigricans","Schoenus","Cyperaceae",NA,NA,NA,"present in megatree"
"Scirpoides holoschoenus","Scirpoides","Cyperaceae",NA,NA,NA,"present in megatree"
"Scirpus radicans","Scirpus","Cyperaceae",NA,NA,NA,"present in megatree"
"Scirpus sylvaticus","Scirpus","Cyperaceae",NA,NA,NA,"present in megatree"
"Scleranthus annuus","Scleranthus","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Scleranthus perennis","Scleranthus","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Scolymus hispanicus","Scolymus","Asteraceae",NA,NA,NA,"present in megatree"
"Scorpiurus muricatus","Scorpiurus","Fabaceae",NA,NA,NA,"insertion based on family"
"Scorzonera cana","Scorzonera","Asteraceae",NA,NA,NA,"present in megatree"
"Scorzonera humilis","Scorzonera","Asteraceae",NA,NA,NA,"present in megatree"
"Scorzonera laciniata","Scorzonera","Asteraceae",NA,NA,NA,"present in megatree"
"Scorzoneroides autumnalis","Scorzoneroides","Asteraceae",NA,NA,NA,"present in megatree"
"Scorzoneroides helvetica","Scorzoneroides","Asteraceae",NA,NA,NA,"present in megatree"
"Scorzoneroides pyrenaica","Scorzoneroides","Asteraceae",NA,NA,NA,"present in megatree"
"Scrophularia auriculata","Scrophularia","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Scrophularia canina","Scrophularia","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Scrophularia heterophylla","Scrophularia","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Scrophularia nodosa","Scrophularia","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Scrophularia oblongifolia","Scrophularia","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Scrophularia peregrina","Scrophularia","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Scrophularia scorodonia","Scrophularia","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Scutellaria galericulata","Scutellaria","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Scutellaria sieberi","Scutellaria","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Secale strictum","Secale","Poaceae",NA,NA,NA,"insertion based on genus"
"Secale sylvestre","Secale","Poaceae",NA,NA,NA,"present in megatree"
"Sedum acre","Sedum","Crassulaceae",NA,NA,NA,"present in megatree"
"Sedum album","Sedum","Crassulaceae",NA,NA,NA,"present in megatree"
"Sedum alpestre","Sedum","Crassulaceae",NA,NA,NA,"present in megatree"
"Sedum anglicum","Sedum","Crassulaceae",NA,NA,NA,"present in megatree"
"Sedum cepaea","Sedum","Crassulaceae",NA,NA,NA,"present in megatree"
"Sedum villosum","Sedum","Crassulaceae",NA,NA,NA,"present in megatree"
"Selinum carvifolium","Selinum","Apiaceae",NA,NA,NA,"insertion based on genus"
"Sempervivum arachnoideum","Sempervivum","Crassulaceae",NA,NA,NA,"present in megatree"
"Sempervivum vicentei","Sempervivum","Crassulaceae",NA,NA,NA,"present in megatree"
"Senecio doronicum","Senecio","Asteraceae",NA,NA,NA,"present in megatree"
"Senecio inaequidens","Senecio","Asteraceae",NA,NA,NA,"present in megatree"
"Senecio squalidus","Senecio","Asteraceae",NA,NA,NA,"present in megatree"
"Senecio sylvaticus","Senecio","Asteraceae",NA,NA,NA,"present in megatree"
"Senecio viscosus","Senecio","Asteraceae",NA,NA,NA,"present in megatree"
"Senecio vulgaris","Senecio","Asteraceae",NA,NA,NA,"present in megatree"
"Serratula tinctoria","Serratula","Asteraceae",NA,NA,NA,"insertion based on genus"
"Seseli annuum","Seseli","Apiaceae",NA,NA,NA,"present in megatree"
"Seseli libanotis","Seseli","Apiaceae",NA,NA,NA,"present in megatree"
"Seseli osseum","Seseli","Apiaceae",NA,NA,NA,"insertion based on genus"
"Seseli rigidum","Seseli","Apiaceae",NA,NA,NA,"present in megatree"
"Sesleria caerulea","Sesleria","Poaceae",NA,NA,NA,"present in megatree"
"Sesleria insularis","Sesleria","Poaceae",NA,NA,NA,"present in megatree"
"Sesleriella sphaerocephala","Sesleriella","Poaceae",NA,NA,NA,"present in megatree"
"Setaria pumila","Setaria","Poaceae",NA,NA,NA,"present in megatree"
"Setaria verticillata","Setaria","Poaceae",NA,NA,NA,"present in megatree"
"Setaria viridis","Setaria","Poaceae",NA,NA,NA,"present in megatree"
"Sibbaldia procumbens","Sibbaldia","Rosaceae",NA,NA,NA,"present in megatree"
"Sibthorpia europaea","Sibthorpia","Plantaginaceae",NA,NA,NA,"present in megatree"
"Sideritis hirsuta","Sideritis","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Sideritis montana","Sideritis","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Sideritis syriaca","Sideritis","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Silaum silaus","Silaum","Apiaceae",NA,NA,NA,"present in megatree"
"Silene acaulis","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene bellidifolia","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene bupleuroides","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene chlorantha","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene ciliata","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene colorata","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene conica","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene coronaria","Silene","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Silene cretica","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene dichotoma","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
