genus,species,Temperature,Moisture,Frequency,Severity,Group,mass,NOTE
Raphanus,Raphanus raphanistrum,4.487708323,4.124204472,2.0552,0.83946,Low stress - High disturbance,16.86944105, 
Reichardia,Reichardia picroides,6.678133372,2.789120876,1.23078,0.46898,High stress - High disturbance,0.6744, 
Reseda,Reseda lutea,4.963485042,3.031160492,1.74628,0.62097,Low stress - High disturbance,0.826186667, 
Reseda,Reseda luteola,5.362193975,3.183495074,1.66645,0.6744,Low stress - High disturbance,0.279988235, 
Reseda,Reseda alba,6.539323993,3.080029601,1.58768,0.70556,High stress - High disturbance,0.4904, 
Rhamnus,Rhamnus alaternus,7.015927518,2.718324854,1.33342,0.20629,High stress - Low disturbance,12.27171429, 
Rhamnus,Rhamnus cathartica,4.104512995,3.78431611,1.32242,0.18935,Low stress - Low disturbance,23.53589964, 
Rhinanthus,Rhinanthus alectorolophus,3.823397796,4.172745222,2.0164,0.48974,Low stress - High disturbance,3.332857143, 
Rhinanthus,Rhinanthus glacialis,2.471353314,4.139171347,1.70252,0.39673,High stress - High disturbance,3.0065125, 
Rhinanthus,Rhinanthus minor,3.641775155,4.569403231,2.1129,0.48757,Low stress - High disturbance,2.235537755, 
Rhodiola,Rhodiola rosea,2.130479149,4.649113587,1.14991,0.24277,High stress - Low disturbance,0.2066, 
Rhododendron,Rhododendron ponticum,5.041180735,4.85106555,1.023225,0.192385,Low stress - Low disturbance,0.102777778, 
Rhododendron,Rhododendron ferrugineum,1.964265468,4.906999232,1.02694,0.19322,High stress - Low disturbance,0.0285, 
Ribes,Ribes petraeum,2.612426117,4.581295298,0.95382,0.14495,High stress - Low disturbance,3.811, 
Romulea,Romulea columnae,5.626462692,3.875580169,1.94933,0.51566,Low stress - High disturbance,2.730126984,genus imputed
Rorippa,Rorippa palustris,4.216433909,6.791785137,1.83662,0.66998,High stress - High disturbance,0.061236842, 
Rorippa,Rorippa amphibia,4.408710304,7.851206769,1.7462,0.32609,High stress - High disturbance,0.091333333, 
Rorippa,Rorippa islandica,2.665041872,7.222370147,1.82498,0.61057,High stress - High disturbance,0.058384444, 
Rosa,Rosa canina,4.31825172,3.875652921,1.34507,0.22498,Low stress - Low disturbance,21.32295634, 
Rostraria,Rostraria cristata,5.31139247,2.367842828,1.68883,0.543075,High stress - High disturbance,0.264722222, 
Rubia,Rubia peregrina,6.769090426,3.175341945,1.32311,0.1718,High stress - Low disturbance,23.69528333, 
Rubus,Rubus caesius,4.340704398,5.422804252,1.40223,0.3452,Low stress - Low disturbance,3.628308825, 
Sabulina,Sabulina tenuifolia,5.490424506,2.488298485,1.9232,0.5876,High stress - High disturbance,0.102211111, 
Sabulina,Sabulina stricta,2.227111149,6.89332174,1.47807,0.21905,High stress - Low disturbance,0.221059021,genus imputed
Sagina,Sagina maritima,5.074409994,5.580673469,1.46454,0.4934,Low stress - High disturbance,0.117376, 
Sagina,Sagina procumbens,3.810752814,4.922551737,2.12267,0.59064,Low stress - High disturbance,0.0155, 
Sagina,Sagina saginoides,2.253806025,4.979251083,1.54692,0.28263,High stress - Low disturbance,0.021510769, 
Sagina,Sagina nodosa,3.801561081,6.229076942,1.96404,0.46725,High stress - High disturbance,0.025918182, 
Sagina,Sagina apetala,5.460497314,4.440595584,2.12306,0.64594,Low stress - High disturbance,0.012591538, 
Sagina,Sagina nivalis,0.283363544,5.730138179,1.56634,0.26364,High stress - Low disturbance,0.03835, 
Sagittaria,Sagittaria sagittifolia,4.322573407,8.440054057,1.68365,0.24373,High stress - High disturbance,1.494227273, 
Salicornia,Salicornia perennis,7.235211642,6.525157614,2.12714,0.50498,High stress - High disturbance,4.852, 
Salicornia,Salicornia europaea,4.802650708,6.148603621,2.25139,0.51586,High stress - High disturbance,0.649646667, 
Salix,Salix cinerea,4.048049298,6.950537109,1.32993,0.24993,High stress - Low disturbance,0.074666667, 
Salix,Salix caprea,3.843802282,4.988624643,1.36818,0.27232,Low stress - Low disturbance,0.132900495, 
Salix,Salix viminalis,4.151504702,6.50209391,1.59197,0.42533,High stress - High disturbance,0.954948519,genus imputed
Salix,Salix purpurea,4.023282094,6.043232897,1.54803,0.411,High stress - Low disturbance,0.09, 
Salix,Salix pentandra,3.471773884,6.371734375,1.32734,0.21699,High stress - Low disturbance,0.13483914, 
Salix,Salix repens,3.944702255,6.118431852,1.50894,0.3023,High stress - Low disturbance,0.041333333, 
Salvia,Salvia officinalis,5.893062417,2.403281774,1.50417,0.30121,High stress - Low disturbance,4.672, 
Salvia,Salvia rosmarinus,6.5153761,2.057021253,1.41648,0.238,High stress - Low disturbance,0.779890039, 
Salvia,Salvia glutinosa,4.023732402,5.008383369,1.31503,0.15803,Low stress - Low disturbance,3.8, 
Salvia,Salvia nemorosa,5.27977553,3.363342068,1.87066,0.50971,Low stress - High disturbance,1, 
Salvia,Salvia viridis,7.193238825,1.8957393,2.0299,0.61639,High stress - High disturbance,2.57, 
Salvia,Salvia sclarea,6.166129026,2.461161794,1.85114,0.575,High stress - High disturbance,2.871428571, 
Salvia,Salvia verbenaca,5.928636088,2.656389682,1.823,0.70827,High stress - High disturbance,2.568133333, 
Salvia,Salvia aethiopis,5.764294382,2.746732686,1.88368,0.58283,High stress - High disturbance,2.16, 
Salvia,Salvia fruticosa,6.934067678,2.306208348,1.5382,0.27739,High stress - Low disturbance,5.857142857, 
Samolus,Samolus valerandi,4.845710936,6.369202816,1.62564,0.39775,High stress - Low disturbance,0.026126948, 
Sanguisorba,Sanguisorba officinalis,3.859083771,5.544590405,1.9104,0.48622,Low stress - High disturbance,2.230308081, 
Sanicula,Sanicula europaea,4.121020521,4.665352194,1.30929,0.12021,Low stress - Low disturbance,2.992590972, 
Saponaria,Saponaria officinalis,4.759726982,4.251577938,1.56086,0.57093,Low stress - High disturbance,1.620205101, 
Sarcopoterium,Sarcopoterium spinosum,8.281033693,2.307931758,1.58996,0.28712,High stress - Low disturbance,6.7873375, 
Satureja,Satureja thymbra,7.313702728,1.897462709,1.59383,0.24281,High stress - Low disturbance,0.7, 
Satureja,Satureja spinosa,5.386675553,2.843595323,1.97265,0.38852,High stress - High disturbance,0.413320988,genus imputed
Saxifraga,Saxifraga bulbifera,4.997374222,3.338430555,1.73209,0.3871,Low stress - High disturbance,0.015, 
Saxifraga,Saxifraga aizoides,1.917316672,6.651357756,1.30265,0.27233,High stress - Low disturbance,0.049392857, 
Saxifraga,Saxifraga granulata,4.400176466,3.72075915,1.90878,0.45761,Low stress - High disturbance,0.031406667, 
Saxifraga,Saxifraga caesia,0.921587856,3.159063926,1.15276,0.27748,High stress - Low disturbance,0.0305, 
Saxifraga,Saxifraga exarata,0.853012472,3.429108481,1.36082,0.28634,High stress - Low disturbance,0.068428571, 
Saxifraga,Saxifraga oppositifolia,1.511161762,4.865970727,1.40026,0.27575,High stress - Low disturbance,0.104973333, 
Saxifraga,Saxifraga hirculus,2.836386369,7.135927996,1.57226,0.1875,High stress - Low disturbance,0.1121, 
Saxifraga,Saxifraga cespitosa,1.098143392,4.499788182,1.59543,0.2775,High stress - Low disturbance,0.09164, 
Saxifraga,Saxifraga marginata,3.000491421,2.779710408,1.46428,0.278,High stress - Low disturbance,0.0492, 
Saxifraga,Saxifraga rotundifolia,2.394026098,5.503547114,1.11369,0.14443,High stress - Low disturbance,0.028955556, 
Saxifraga,Saxifraga tridactylites,4.878536126,2.339313398,1.7929,0.49072,High stress - High disturbance,0.010781818, 
Saxifraga,Saxifraga petraea,4.3763646,4.193609491,1.25497,0.15423,Low stress - Low disturbance,0.0336, 
Saxifraga,Saxifraga hypnoides,2.811763942,4.33178033,1.22791,0.41169,High stress - Low disturbance,0.04005, 
Saxifraga,Saxifraga rosacea,3.666139613,3.981238047,1.16722,0.42727,Low stress - High disturbance,0.058933333, 
Saxifraga,Saxifraga rivularis,0.55745764,7.556085171,1.68373,0.24762,High stress - High disturbance,0.0392, 
Scabiosa,Scabiosa columbaria,4.252135016,2.913573477,1.65796,0.465735,High stress - High disturbance,1.768354978, 
Scabiosa,Scabiosa ochroleuca,5.067174851,2.770438483,1.80099,0.44747,High stress - High disturbance,1.747688889, 
Scabiosa,Scabiosa lucida,2.124893311,3.714956001,1.3052,0.33147,High stress - Low disturbance,1.168666667, 
Scandix,Scandix pecten-veneris,5.516457351,3.048135408,2.01826,0.72356,Low stress - High disturbance,16.33948571, 
Schoenoplectus,Schoenoplectus tabernaemontani,5.084103804,7.879349692,1.90475,0.34081,High stress - High disturbance,1.228304348, 
Schoenoplectus,Schoenoplectus lacustris,4.225764033,8.260419905,1.80676,0.24845,High stress - High disturbance,1.946909091, 
Schoenoplectus,Schoenoplectus triqueter,5.25281046,7.922288901,1.8072,0.294,High stress - High disturbance,1.381714286, 
Schoenus,Schoenus nigricans,5.04724335,6.891286015,1.64515,0.28177,High stress - Low disturbance,65.1591619, 
Scirpoides,Scirpoides holoschoenus,5.425233914,6.047674003,1.74192,0.38692,High stress - High disturbance,800.41122, 
Scirpus,Scirpus sylvaticus,3.833305538,6.706656021,1.63537,0.4823,High stress - High disturbance,0.1232625, 
Scirpus,Scirpus radicans,4.240907952,6.940999811,1.80829,0.43143,High stress - High disturbance,0.13, 
Scleranthus,Scleranthus perennis,4.372172109,2.551549671,1.8662,0.40174,High stress - High disturbance,1.351155556, 
Scleranthus,Scleranthus annuus,4.303460205,3.53744089,2.13596,0.624213333,Low stress - High disturbance,0.943722917, 
Scolymus,Scolymus hispanicus,6.610229079,2.006749807,1.71132,0.63605,High stress - High disturbance,4.068266667, 
Scorzonera,Scorzonera cana,5.924577251,3.648869323,2.1147,0.46459,Low stress - High disturbance,3.984254545, 
Scorzonera,Scorzonera laciniata,5.922459044,3.198911077,2.0425,0.67637,Low stress - High disturbance,3.13, 
Scorzonera,Scorzonera humilis,4.359941028,5.274492691,1.77878,0.34172,Low stress - High disturbance,3.858261538, 
Scorzoneroides,Scorzoneroides helvetica,1.375655198,4.249587317,1.44879,0.28403,High stress - Low disturbance,1.71, 
Scorzoneroides,Scorzoneroides autumnalis,3.639402362,4.65300217,2.17357,0.4963,Low stress - High disturbance,0.660508772, 
Scorzoneroides,Scorzoneroides pyrenaica,2.282587314,4.275854061,1.611695,0.29037,High stress - Low disturbance,0.765658396,genus imputed
Scrophularia,Scrophularia nodosa,3.923246854,5.180255889,1.34711,0.23653,Low stress - Low disturbance,0.100307692, 
Scrophularia,Scrophularia scorodonia,5.393403104,3.401766411,1.58218,0.34701,Low stress - Low disturbance,0.1303, 
Scrophularia,Scrophularia canina,6.025444368,3.320666808,1.45721,0.52573,High stress - High disturbance,0.386752941, 
Scrophularia,Scrophularia auriculata,5.618258888,7.040217252,1.4743,0.37961,High stress - Low disturbance,0.111353846, 
Scrophularia,Scrophularia peregrina,7.024651163,3.806829308,1.74962,0.67615,High stress - High disturbance,0.237646539,genus imputed
Secale,Secale sylvestre,5.19976564,2.554395335,1.83011,0.41466,High stress - High disturbance,9.4034, 
Sedum,Sedum acre,4.205894843,1.960214669,1.77233,0.42853,High stress - High disturbance,0.039375, 
Sedum,Sedum cepaea,6.098099088,3.547457775,1.30822,0.16083,High stress - Low disturbance,0.037, 
Sedum,Sedum album,4.647334771,2.081008542,1.54485,0.38628,High stress - Low disturbance,0.031428571, 
Sedum,Sedum anglicum,4.174836733,2.703001471,1.73739,0.41551,High stress - High disturbance,0.039666667, 
Sedum,Sedum villosum,2.805572197,6.780254435,1.4311,0.24706,High stress - Low disturbance,0.02225, 
Sedum,Sedum alpestre,1.695740323,4.415079469,1.60984,0.25218,High stress - Low disturbance,0.059747023,genus imputed
Sempervivum,Sempervivum vicentei,1.775493972,2.445573085,1.38595,0.3,High stress - Low disturbance,0.048211429,genus imputed
Sempervivum,Sempervivum arachnoideum,2.362665159,2.167392099,1.53077,0.3157,High stress - Low disturbance,0.028, 
Senecio,Senecio doronicum,1.55520983,4.207458987,1.64936,0.33735,High stress - Low disturbance,0.288571429, 
Senecio,Senecio viscosus,4.127362907,3.534012766,1.65421,0.58123,Low stress - High disturbance,0.515208333, 
Senecio,Senecio vulgaris,4.352536922,4.187042744,1.84158,0.70188,Low stress - High disturbance,0.206007783, 
Senecio,Senecio inaequidens,5.550282055,2.645454839,1.5951,0.49726,High stress - High disturbance,0.212416667, 
Senecio,Senecio sylvaticus,4.172749442,4.309551811,1.40503,0.36231,Low stress - Low disturbance,0.254566667, 
Senecio,Senecio squalidus,4.823021568,3.553473315,1.69406,0.4358,Low stress - High disturbance,0.27125, 
Seseli,Seseli annuum,4.779930413,2.512867049,1.87732,0.46386,High stress - High disturbance,0.724266667, 
Seseli,Seseli rigidum,4.89845825,2.234171336,1.40072,0.29856,High stress - Low disturbance,1.4768, 
Seseli,Seseli libanotis,4.154543687,3.004222897,1.634,0.41517,Low stress - High disturbance,1.517236364, 
Sesleria,Sesleria caerulea,3.052096099,3.920459335,1.22058,0.26866,Low stress - Low disturbance,1.503114286, 
Sesleria,Sesleria insularis,1.321211691,4.173959122,1.29301,0.16466,High stress - Low disturbance,3.123, 
Sesleriella,Sesleriella sphaerocephala,0.929933842,3.104258015,0.9847,0.2389,High stress - Low disturbance,NA,not found
Setaria,Setaria verticillata,5.912185061,3.631013533,2.16412,0.85426,Low stress - High disturbance,0.898333333, 
Setaria,Setaria pumila,5.610040751,3.708573109,1.95483,0.816,Low stress - High disturbance,1.706049275, 
Setaria,Setaria viridis,4.980028411,3.853119947,1.98764,0.8049,Low stress - High disturbance,1.25775, 
Sibbaldia,Sibbaldia procumbens,0.887812543,5.392511955,1.64484,0.23417,High stress - Low disturbance,0.495273333, 
Sibthorpia,Sibthorpia europaea,5.25910594,6.682856521,1.62005,0.36528,High stress - Low disturbance,NA,not found
Silaum,Silaum silaus,4.557301546,5.455287846,1.91066,0.43584,Low stress - High disturbance,3.479707143, 
Silene,Silene bupleuroides,5.167921347,2.860047832,1.8941,0.44559,High stress - High disturbance,0.707, 
Silene,Silene chlorantha,4.595291437,2.514195898,2.0137,0.46346,High stress - High disturbance,0.679021531,genus imputed
Silene,Silene acaulis,0.553242302,3.955113056,1.43581,0.26938,High stress - Low disturbance,0.300918132, 
Silene,Silene bellidifolia,6.934067678,2.307931758,1.84976,0.79667,High stress - High disturbance,0.47, 
Silene,Silene conica,5.366711359,2.303169712,1.98652,0.52272,High stress - High disturbance,0.343745455, 
Silene,Silene cretica,7.214468687,3.180958715,1.75507,0.55488,High stress - High disturbance,0.808183333, 
Silene,Silene ciliata,2.011683725,3.398031673,1.69053,0.32428,High stress - High disturbance,0.42, 
Silene,Silene colorata,7.642227497,2.307931758,1.67864,0.44214,High stress - High disturbance,0.456267143, 
Silene,Silene flavescens,5.956940318,1.757401147,1.56661,0.3375,High stress - Low disturbance,0.679021531,genus imputed
Silene,Silene flos-cuculi,3.874750774,5.948297976,1.92324,0.49099,Low stress - High disturbance,0.1907, 
Silene,Silene dichotoma,5.430912105,3.363082457,1.79517,0.50727,Low stress - High disturbance,1.104384615, 
Silene,Silene gallica,5.500616426,3.619652966,1.74861,0.59429,Low stress - High disturbance,0.371893704, 
Silene,Silene italica,5.561175333,3.113513835,1.37235,0.18694,Low stress - Low disturbance,0.565623529, 
Silene,Silene latifolia,4.347179928,3.617034027,1.62276,0.61633,Low stress - High disturbance,0.829, 
Silene,Silene multicaulis,3.642825818,3.763286062,0.87993,0.24742,Low stress - Low disturbance,0.2504, 
Silene,Silene noctiflora,4.455503308,3.442844014,2.00401,0.84602,Low stress - High disturbance,1.064145455, 
Silene,Silene nocturna,6.678133372,2.551662427,1.6293,0.66667,High stress - High disturbance,0.1983, 
Silene,Silene nutans,4.161401986,3.318357434,1.45473,0.29837,Low stress - Low disturbance,0.359809524, 
Silene,Silene otites,5.31870638,2.16862314,1.82157,0.4035,High stress - High disturbance,0.20284, 
Silene,Silene paradoxa,5.007385478,3.140523468,1.50599,0.29588,Low stress - Low disturbance,0.72415, 
Silene,Silene roemeri,5.212121189,3.262111071,1.71306,0.36212,Low stress - High disturbance,0.679021531,genus imputed
Silene,Silene saxatilis,2.519674787,1.7953818,1.85677,0.44762,High stress - High disturbance,0.3104, 
Silene,Silene sedoides,7.757299255,2.381499875,0.68861,0.29574,High stress - Low disturbance,0.043, 
Silene,Silene foetida,2.516727159,2.445573085,1.47039,0.32826,High stress - Low disturbance,0.8632, 
Silene,Silene uniflora,4.15174309,4.46682727,1.55838,0.43475,Low stress - High disturbance,0.7662, 
Silene,Silene viridiflora,5.347658452,3.86080255,1.31934,0.12241,Low stress - Low disturbance,0.43255, 
Silene,Silene viscosa,3.947645594,3.077945587,1.68467,0.48525,Low stress - High disturbance,0.7591, 
Silene,Silene vulgaris,3.996821422,3.74527789,1.53087,0.42918,Low stress - High disturbance,1.207821164, 
Silene,Silene succulenta,7.93008002,1.820651784,1.69259,0.40242,High stress - High disturbance,0.4496, 
Silene,Silene dioica,3.760791042,5.246202305,1.34606,0.29646,Low stress - Low disturbance,0.69101, 
Siler,Siler montanum,3.661671162,3.218087709,1.41645,0.27586,Low stress - Low disturbance,8.6784, 
Silphiodaucus,Silphiodaucus hispidus,4.156323715,4.392596041,1.51004,0.36,Low stress - Low disturbance,5.203466667, 
Sisymbrium,Sisymbrium austriacum,4.32138378,3.49369208,1.47488,0.51136,Low stress - High disturbance,0.195511111, 
Sisymbrium,Sisymbrium officinale,4.505981495,3.70904426,1.90983,0.7507,Low stress - High disturbance,0.2862, 
Sisymbrium,Sisymbrium altissimum,4.615547436,3.234071005,1.9518,0.74116,Low stress - High disturbance,0.183230769, 
Sisymbrium,Sisymbrium irio,6.056208528,3.048729165,1.99662,0.82097,High stress - High disturbance,0.100047059, 
Sium,Sium latifolium,4.680655269,8.049597148,1.69688,0.26,High stress - High disturbance,1.49636, 
Smyrnium,Smyrnium olusatrum,6.706035357,4.252049746,1.57944,0.55423,High stress - High disturbance,30.41005714, 
Solanum,Solanum dulcamara,4.201531454,6.497674451,1.47499,0.36215,High stress - Low disturbance,8.587882155, 
Soldanella,Soldanella alpina,1.458626467,5.935162426,1.09509,0.23522,High stress - Low disturbance,0.22, 
Solidago,Solidago gigantea,4.565460943,5.127850137,1.42543,0.436,Low stress - High disturbance,0.49684, 
Solidago,Solidago virgaurea,3.690754364,4.258652322,1.27596,0.16697,Low stress - Low disturbance,0.461003125, 
Sonchus,Sonchus arvensis,4.146999554,4.796481117,1.85329,0.70484,Low stress - High disturbance,0.587692308, 
Sonchus,Sonchus asper,4.557163509,4.268053402,1.79157,0.71983,Low stress - High disturbance,0.282936771, 
Sonchus,Sonchus oleraceus,4.759096607,4.048604085,1.77374,0.72524,Low stress - High disturbance,0.3044, 
Sonchus,Sonchus tenerrimus,6.771403302,3.427105098,1.35616,0.63724,High stress - High disturbance,0.85379198,genus imputed
Sorbus,Sorbus aucuparia,3.836686972,4.789459713,1.25203,0.1457,Low stress - Low disturbance,5.745337193, 
Sparganium,Sparganium erectum,4.386354705,8.174116339,1.73574,0.26266,High stress - High disturbance,18.20272, 
Spartium,Spartium junceum,6.688226563,3.396360259,1.32516,0.26064,High stress - Low disturbance,12.48125, 
Spergula,Spergula arvensis,4.116718079,4.19285484,2.12637,0.84988,Low stress - High disturbance,0.403422222, 
Spergularia,Spergularia marina,4.886075305,5.348674103,2.04395,0.50853,Low stress - High disturbance,0.067374478, 
Spergularia,Spergularia rubra,4.346225567,4.385099001,2.10331,0.72198,Low stress - High disturbance,0.146525, 
Spergularia,Spergularia rupicola,5.229388195,4.283838757,0.94594,0.37297,Low stress - Low disturbance,0.0412, 
Spergularia,Spergularia bocconei,6.04637684,2.482669836,1.52793,0.68529,High stress - High disturbance,0.042333333, 
Spergularia,Spergularia media,4.942017208,5.768845315,2.27615,0.50331,Low stress - High disturbance,0.118388889, 
Spiranthes,Spiranthes spiralis,4.834129103,3.955053638,1.76482,0.44576,Low stress - High disturbance,0.004, 
Sporobolus,Sporobolus aculeatus,6.032339133,5.357823488,1.94809,0.615925,High stress - High disturbance,0.269066667, 
Stachys,Stachys cretica,5.586657881,1.909019513,1.66424,0.50619,High stress - High disturbance,3.0535, 
Stachys,Stachys palustris,4.090413139,6.311132895,1.64647,0.51536,High stress - High disturbance,1.117461538, 
Stachys,Stachys alpina,3.129863503,4.56142049,1.36906,0.22129,Low stress - Low disturbance,4.452342857, 
Stachys,Stachys recta,4.832841675,2.629296724,1.64333,0.3802,High stress - Low disturbance,1.2495, 
Stachys,Stachys sylvatica,4.042652058,5.584531936,1.3586,0.26365,Low stress - Low disturbance,1.428428571, 
Staehelina,Staehelina dubia,6.70673921,1.897157462,1.53779,0.2341,High stress - Low disturbance,3.2234, 
Stellaria,Stellaria alsine,3.468455114,6.335161764,1.68058,0.43032,High stress - High disturbance,0.071604762, 
Stellaria,Stellaria neglecta,5.39575739,4.795325672,1.46999,0.47277,Low stress - High disturbance,0.754933333, 
Stellaria,Stellaria nemorum,3.47107348,5.762211347,1.30584,0.25318,Low stress - Low disturbance,0.2451, 
Stellaria,Stellaria apetala,4.105760995,4.485983253,1.40578,0.44174,Low stress - High disturbance,0.177885714, 
Stellaria,Stellaria graminea,3.624481905,4.156528479,2.00462,0.50825,Low stress - High disturbance,0.288093333, 
Stipellula,Stipellula capensis,8.091216168,0.667778974,1.85493,0.71852,High stress - High disturbance,1.668976189, 
Suaeda,Suaeda maritima,4.989232732,6.332864113,2.22123,0.51623,High stress - High disturbance,0.630714286, 
Suaeda,Suaeda vera,8.077757796,5.7500916,1.57381,0.42711,High stress - High disturbance,0.419, 
Succisa,Succisa pratensis,3.927325789,5.761373598,1.8149,0.39076,Low stress - High disturbance,5.397666667, 
Sulla,Sulla coronaria,6.94739771,3.567646904,1.76309,0.77228,High stress - High disturbance,4.83, 
Sulla,Sulla spinosissima,7.417733161,1.69136648,1.47378,0.58621,High stress - High disturbance,13.6, 
Symphytum,Symphytum officinale,4.220897406,6.264431528,1.52722,0.45081,High stress - High disturbance,9.49264, 
Syringa,Syringa vulgaris,5.521710352,4.026167722,1.39253,0.24551,Low stress - Low disturbance,5.424716488, 
Taeniatherum,Taeniatherum caput-medusae,6.291044178,3.011431848,1.9403,0.59421,High stress - High disturbance,5.138425926, 
Takhtajaniantha,Takhtajaniantha austriaca,5.320039037,2.764451129,1.78975,0.37807,High stress - High disturbance,5.614, 
Tanacetum,Tanacetum vulgare,4.315641985,4.39522856,1.63402,0.58174,Low stress - High disturbance,0.163823529, 
Tanacetum,Tanacetum parthenium,5.025133762,4.195060312,1.36004,0.286415,Low stress - Low disturbance,0.221219048, 
Taraxacum,Taraxacum stevenii,2.519674787,4.408729704,1.71417,0.252,High stress - High disturbance,0.616822581,genus imputed
Teesdalia,Teesdalia nudicaulis,4.804002334,2.885953978,1.96065,0.47128,High stress - High disturbance,0.29214386, 
Teucrium,Teucrium chamaedrys,4.973232861,2.419896529,1.53222,0.32767,High stress - Low disturbance,1.303066667, 
Teucrium,Teucrium massiliense,7.112411945,3.187733005,1.43884,0.37805,High stress - Low disturbance,0.8652, 
Teucrium,Teucrium botrys,4.771546668,1.974675732,1.71947,0.48727,High stress - High disturbance,1.14592, 
Teucrium,Teucrium scordium,5.269620088,6.644043101,1.80286,0.35199,High stress - High disturbance,0.472004545, 
Teucrium,Teucrium divaricatum,7.978387022,1.20171913,1.47709,0.2298,High stress - Low disturbance,1.863885714, 
Teucrium,Teucrium polium,5.873255373,2.781825619,1.70429,0.40447,High stress - High disturbance,1.839876923, 
Teucrium,Teucrium scorodonia,4.218423978,3.622458016,1.32621,0.18419,Low stress - Low disturbance,0.858261538, 
Thalictrum,Thalictrum flavum,4.112536964,6.281592725,1.64226,0.43933,High stress - High disturbance,1.314066667, 
Thalictrum,Thalictrum simplex,4.355920678,4.947608172,1.75975,0.4688,Low stress - High disturbance,0.5849, 
Thalictrum,Thalictrum lucidum,4.40206729,6.315982476,1.7552,0.48276,High stress - High disturbance,0.557285714, 
Thapsia,Thapsia villosa,5.339157524,3.071758569,1.42847,0.20913,Low stress - Low disturbance,7.813314286, 
Thlaspi,Thlaspi arvense,4.013559486,3.911125418,2.06062,0.85623,Low stress - High disturbance,1.059736842, 
Thymus,Thymus pulegioides,4.223315413,3.359168116,1.921905,0.45174,Low stress - High disturbance,0.64406381, 
Thymus,Thymus serpyllum,4.320180363,2.51686218,1.71575,0.37763,High stress - High disturbance,0.169626667, 
Thymus,Thymus vulgaris,6.484043637,1.766190791,1.4448,0.28734,High stress - Low disturbance,0.550838199, 
Tofieldia,Tofieldia pusilla,1.060788109,6.347708773,1.70531,0.20895,High stress - High disturbance,0.038184615, 
Tofieldia,Tofieldia calyculata,3.622642937,6.379939704,1.17286,0.24556,High stress - Low disturbance,0.031453333, 
Tolpis,Tolpis barbata,6.623497121,1.987979014,2.00287,0.34951,High stress - High disturbance,0.095890742, 
Tordylium,Tordylium maximum,5.899668081,2.916258183,1.77757,0.65741,High stress - High disturbance,4.371472727, 
Torilis,Torilis japonica,4.525864844,4.272982213,1.41924,0.35168,Low stress - Low disturbance,1.765315789, 
Torilis,Torilis leptophylla,6.795915165,2.889263639,1.91263,0.66124,High stress - High disturbance,1.4745, 
Torilis,Torilis arvensis,5.458168966,3.495119295,1.53577,0.47882,Low stress - High disturbance,1.462906667, 
Torilis,Torilis nodosa,5.539668572,3.485847329,1.84883,0.6675,Low stress - High disturbance,2.842857143, 
Torminalis,Torminalis glaberrima,5.150051388,3.924745275,1.29836,0.10655,Low stress - Low disturbance,55.079075, 
Tragopogon,Tragopogon porrifolius,5.80563776,3.217812635,1.84274,0.61807,Low stress - High disturbance,11.70690344, 
Tragopogon,Tragopogon pratensis,4.020753918,3.60984845,2.09272,0.50194,Low stress - High disturbance,8.562477027, 
Tragopogon,Tragopogon dubius,5.292867412,3.269194289,1.81915,0.55348,Low stress - High disturbance,8.834269231, 
Tragus,Tragus racemosus,6.040490813,2.766633366,2.08474,0.70545,High stress - High disturbance,0.3221, 
Trapa,Trapa natans,5.297404537,8.923020055,1.56297,0.28429,High stress - Low disturbance,834, 
Trifolium,Trifolium alpestre,4.433389172,3.185527543,1.53344,0.33221,Low stress - Low disturbance,1.37, 
Trifolium,Trifolium alpinum,1.401431406,3.683096934,1.79046,0.30301,High stress - High disturbance,5.11256, 
Trifolium,Trifolium aureum,4.08823369,3.422815963,1.87452,0.48278,Low stress - High disturbance,0.3, 
Trifolium,Trifolium badium,1.920117807,4.999522943,1.8131,0.33542,High stress - High disturbance,0.678571429, 
Trifolium,Trifolium angustifolium,6.414796902,2.508022349,1.77026,0.55959,High stress - High disturbance,1.6685, 
Trifolium,Trifolium arvense,4.487952586,2.664286808,1.96973,0.50691,High stress - High disturbance,0.364084943, 
Trifolium,Trifolium campestre,4.460090692,3.656273017,1.9013,0.51518,Low stress - High disturbance,0.319024568, 
Trifolium,Trifolium cherleri,6.864714056,3.127146445,2.02095,0.58916,High stress - High disturbance,2.953080875, 
Trifolium,Trifolium diffusum,5.446957648,3.358412533,1.67539,0.40606,Low stress - High disturbance,30.25917326,genus imputed
Trifolium,Trifolium dubium,4.388630017,4.170067316,2.23767,0.50576,Low stress - High disturbance,0.403816912, 
Trifolium,Trifolium echinatum,6.532984985,2.59630043,1.91954,0.74752,High stress - High disturbance,1.3586, 
Trifolium,Trifolium fragiferum,4.634821974,5.336862707,2.23811,0.5119,Low stress - High disturbance,1.296533221, 
Trifolium,Trifolium glomeratum,6.161761687,2.946966939,2.02108,0.55047,High stress - High disturbance,0.3808, 
Trifolium,Trifolium grandiflorum,5.517748042,3.125423035,1.49027,0.35902,Low stress - Low disturbance,1.0288, 
Trifolium,Trifolium hirtum,7.093621388,2.373103995,2.04777,0.645,High stress - High disturbance,3.097655189, 
Trifolium,Trifolium hybridum,4.430871999,5.314629059,1.97838,0.57087,Low stress - High disturbance,0.811757554, 
